우윤근,72,1814168,PRC_X1V1C1I2J1I3I1N6V5I8Y3Z4E7Q7N2,비혼 가정의 양육비 및 부양료 확보에 관한 법률안,계류,2011-12-13,"","","■ 제안이유 
  혼인관계에 있지 아니한 상태에서 자녀를 출산하여 혼자서 자녀를 양육하고 있는 비혼자 가정의 경우에는 양육부모 일방이 자녀의 양육과 생계를 책임져야 하기 때문에 경제적으로 어려운 현실에 처해있으나, 비양육부모로부터 양육비를 지급받기 위해서는 인지청구와 양육비 지급청구를 거쳐야 하기 때문에 실제로 양육비를 지급받는 것은 매우 어려운 현실임. 설령 양육비 지급판결을 받았다고 하더라고 이에 대한 집행력을 담보하기 어려운 사례가 많아 비혼자 가정의 자녀의 경우 경제적ㆍ심리적으로 안정된 생활을 하지 못하고 있는 실정임. 
  OECD 국가의 사례를 살펴보면, 독일 등 18개 국가가 양육비 대지급제도를 운영하는 등 한부모 가정의 자녀양육을 위한 양육비 이행체계를 체계적으로 갖추어 자녀의 복리 증진을 기하고 있으며, UN 아동권리협약 제27조에서는 “모든 아동은 부모의 혼인상태와 무관하게 그 신체적, 지적, 정신적, 도덕적, 사회적 발달에 적합한 생활수준을 누릴 권리를 가져야 한다”고 규정하고 있음. 
  이에 비혼자 가정의 자녀의 안정적인 생활을 위하여 비양육부모가 자녀의 양육비와 부양료를 지급하지 아니하는 경우에 국가가 우선 이를 대신 지급한 후에 비양육부모에게 구상권을 행사할 수 있도록 하고, 자녀의 인지청구와 양육비 청구에 수반되는 소송을 국가가 대행할 수 있도록 함으로써 비혼자 가정을 보호하고 자녀의 안정적인 양육을 도모하려는 것임. 
■ 주요내용 
  가. 혼인관계에 있지 아니한 상태에서 자녀를 출산ㆍ양육하고 있는 모 또는 부가 자녀를 양육하고 있지 아니하는 부모 일방으로부터 양육비 또는 부양료를 지급받지 못하고 있는 경우에 국가가 이를 대신 지급함으로써 미성년 자녀가 경제적으로 안정된 환경에서 성장할 수 있도록 하는 것을 목적으로 함(안 제1조).
  나. 비혼모 또는 비혼부는 비양육부모가 양육비 또는 부양료를 지급하지 아니하는 경우에는 여성가족부장관에게 양육비 또는 부양료를 대신하여 지급할 것을 신청할 수 있음(안 제6조).
  다. 여성가족부장관은 대지급 신청을 받은 경우 비혼모 또는 비혼부에게 비양육부모를 대신하여 양육비 또는 부양료를 지급할 수 있음(안 제7조).
  라. 여성가족부장관은 양육비 또는 부양료를 대지급한 경우에 양육비 지급의무가 있는 비양육부모에 대하여 구상권을 행사할 수 있음(안 제12조).
  마. 여성가족부장관은 비혼모 또는 비혼부의 신청이 있는 경우 자녀의 인지청구와 양육비지급청구를 대행할 수 있고, 이러한 업무를 법률구조를 목적으로 하는 비영리법인에 위탁할 수 있음(안 제13조).
  바. 거짓이나 그 밖의 부정한 방법으로 양육비 또는 부양료를 대지급 받은 사람은 1년 이하의 징역 또는 1천만원 이하의 벌금에 처함(안 제16조).","김성곤,김학재,박영선,박우순,박은수,안민석,우윤근",여성가족위원회
우윤근,72,1813915,PRC_H1J1T1U1Z2N2T1U4Z3W2F1R3N0E5G1,영산강·섬진강수계 물관리 및 주민지원 등에 관한 법률 일부개정법률안,계류,2011-11-22,"","","제안이유 및 주요내용
  현재 섬진강 하류에 위치한 광양시와 하동시는 주암댐 및 섬진강댐, 그리고 취수장의 건설로 인한 수량부족으로 농업용수 부족, 바다화 현상으로 어업손실 등 많은 피해를 입고 있음에도 불구하고 주민지원사업대상에서 제외되어 있을 뿐만 아니라 물이용 부담금의 부과대상이 되고 있음.
  이에 댐 및 취수장 건설로 인하여 강 하류에 피해가 발생하는 지역의 주민에 대한 지원방안 마련과 물이용 부담금의 부과를 면제하고자 함(안 제21조제1항제1호의3 신설 및 제30조제5항).","김성곤,노영민,노철래,박우순,박은수,박지원,우윤근",환경노동위원회
우윤근,72,1813189,PRC_M1C1U0X9E0X9G1I7N1K0G2E9A4Y4F8,군사법원법 일부개정법률안,계류,2011-09-09,"","","■ 제안이유 및 주요내용 
  현행 군판사와 검찰관의 임명은 군법무관이면 족하고 어떠한 제한도 존재하지 않으므로, 검찰관으로 업무수행 중 군판사로 임명되는 사례가 발생할 수 있어 심증이 이전되거나, 군사법원과 검찰부의 독립성에 의문이 있다는 문제점이 지적되고 있음. 따라서 군판사와 검찰관간 상호간 바로 보직을 변경할 수 없도록 ‘직접적인 상호순환보직’을 금지토록 함으로써 심증의 이전을 방지하고, 군사법원과 검찰부 사이의 독립성을 제고하며, 국민의 군사법원에 대한 신뢰를 제고하고자 함.
  둘째, 현행 군판사의 임명자격은 군법무관으로만 규정하고 있어 위관급 군법무관인 중위 및 대위인 군법무관이 군판사업무를 수행하고 있으나, 법조경력 및 군경력 부족으로 인하여 군사재판의 특수성을 정확히 이해하지 못할 수도 있다는 지적과 동시에 계급사회인 군의 특성상 군사법원의 권위를 저하시킬 수 있다는 우려가 있음. 따라서 군판사 임명자격을 영관장교 이상의 군법무관으로 계급을 상향함으로써 법조경력과 군경력을 갖춘 군판사의 업무수행으로 인하여 장병의 인권을 보장하고, 군사법원의 권위를 제고하고자 함(안 제23조제1항, 안 제41조제1항).","김재균,김학재,박은수,박준선,우윤근,이용희,이춘석",법제사법위원회
우윤근,72,1813188,PRC_K1I1L0J9T0R9N1G7X0F8Q1M2N2Y1X9,발전소주변지역 지원에 관한 법률 일부개정법률안,계류,2011-09-09,"","","■ 제안이유 및 주요내용 
  현행법은 전력사업에 대한 국민의 이해를 증진하여 전원(電源)개발을 촉진하고 발전소의 원활한 운영을 도모하기 위하여 발전소주변지역에 대한 지원사업을 시행하고 있으며, 지원대상지역은 발전기 설치 지점이나 설치될 지점으로부터 반지름 5킬로미터 이내의 육지 및 섬지역이 속하는 읍·면·동의 지역으로 한정되어 있음.
  이에 따라 발전소로부터 반지름 5킬로미터를 넘은 지역에 거주하는 주민들이 피해를 받는 경우도 있으나 지원이 제대로 이루어지지 않고 있는 실정임.
  따라서 발전소주변지역 지원대상지역을 발전기 설치지점이나 설치될 지점으로부터 반지름 10킬로미터로 확대하려는 것임(안 제2조 본문).","김재균,김학재,박은수,박준선,우윤근,이용희,이춘석",공항·발전소·액화천연가스인수기지주변대책특별위원회
우윤근,72,1813186,PRC_P1R1W0Y9I0K9Z1R7V0A6L2J8F8W4U6,조세특례제한법 일부개정법률안,계류,2011-09-09,"","","■ 제안이유 및 주요내용 
  현재 정부 및 지방자치단체 등이 공공기관 및 지방공기업 등에 출자하는 경우 등록면허세가 부과되고 있는데, 정부가 「국유재산법」에 따라 현물출자 하는 경우 등록면허세가 면제되는 것과 비교할 때 불합리한 측면이 있음.
  이에 정부 및 지방자치단체 등이 공공기관 및 지방공기업 등에 출자하는 경우 그 출자에 관한 등록면허세를 면제하려는 것임(안 제119조제4항 신설).","김재균,김학재,박은수,박준선,우윤근,이용희,이춘석",기획재정위원회
우윤근,72,1812858,PRC_B1B1E0Z8K1Z2I1S1E1U0T2Y6P7L5O9,외국인근로자의 고용 등에 관한 법률 일부개정법률안,계류,2011-08-12,"","","■ 제안이유 및 주요내용 
  현행법상 외국인근로자 도입 업종 및 규모는 국무총리 소속의 외국인력정책위원회가 심의·의결하는 사항임.
  그런데 항만배후단지 입주기업 등에서의 외국인력에 대한 잠재수요가 증가하고 있음에도 불구하고 외국인력정책위원회에서 결정된 외국인근로자 도입 업종 및 규모는 그 수요를 반영하지 못하고 있는 실정임.
  이에 외국인력정책위원회는 외국인근로자 도입 업종 및 규모를 결정하려면 해당 업종을 대표하는 사용자단체의 의견 수렴을 미리 거쳐야 하고, 도입 업종 등을 결정한 때에는 그 결과와 이유를 그 사용자단체에 알리도록 함으로써 외국인근로자 도입 업종 및 규모 결정에 기업의 의견이 반영될 수 있도록 하려는 것임(안 제4조제5항 신설).","김낙성,김성곤,김영진,김학재,박은수,우윤근,이용희",환경노동위원회
우윤근,72,1812856,PRC_H1M1W0R8T1O2V1O1T0P9D0J1F4O8F4,조세특례제한법 일부개정법률안,의결,2011-08-12,2011-12-30,대안폐기,"■ 제안이유 및 주요내용 
  경제의 지속적인 발전을 위하여 필요한 자본을 조달하기 위해서는 적극적으로 외국인투자를 유치할 필요가 있으나, 우리나라의 경우 중국·싱가포르 등 주변의 경쟁국과 비교할 때 외국인투자를 유치하기 위한 제도적인 여건이 부족하여 외국인투자 유치 실적이 저조한 상황임. 특히, 조세감면의 요건이 상대적으로 엄격하기 때문에 외국인투자 유치를 위한 유인을 제공하지 못한다는 지적이 있음.
  따라서 고도기술수반사업 및 산업지원서비스업과 자유무역지역에 입주하는 외국인 물류기업에 대한 조세감면의 요건을 완화하여 외국인투자유치를 활성화하려는 것임.
주요내용
  가. 외국인투자위원회의 심의를 거쳐 기획재정부장관이 인정하는 산업지원서비스업 및 고도기술수반사업에 대하여 법인세 등을 감면하도록 함(안 제121조의2제1항제1호).
  나. 자유무역지역에 입주하는 외국인 물류기업의 조세감면 요건인 외국인투자금액의 한도를 미화 2백만 달러로 함(제121조의2제1항제3호 신설).","김낙성,김성곤,김학재,박은수,박지원,우윤근,이용희",기획재정위원회
우윤근,72,1812855,PRC_L1J1P0H8V1K2S1Y0Z5Y7W5E7D2O6F2,경제자유구역의 지정 및 운영에 관한 특별법 일부개정법률안,계류,2011-08-12,"","","제안이유 및 주요내용
  현행법은 경제자유구역에 입주하는 외국인투자기업의 경영환경 개선을 위하여 국내기업에 일반적으로 적용되는 의무적 고용이나 파견업종 및 파견기간 등의 적용을 배제하는 특례를 둠으로써 외국인투자기업의 노무환경 개선을 통한 투자 유치를 지원하고 있음.
  그러나 외국인투자기업이 국내 노동환경에 대한 이해가 부족하고 이를 지원하기 위한 전문적인 지원기구가 없어 외국인투자기업이 노사부문에 대한 상담이나 노무관리 등에 어려움을 호소하고 있는 실정임.
  이에 따라 시·도지사로 하여금 경제자유구역내 외국인투자기업의 노무환경 개선을 위한 상담·안내·홍보·조사 및 노사협력을 위한 설명회나 토론회 등의 개최를 지원하고 노무부문에 대한 지원업무를 종합적으로 수행하기 위한 지원센터를 경제자유구역청 소속으로 운영하도록 하여 외국인투자기업의 노무환경개선을 도모하려는 것임(안 제19조의2 신설).","김낙성,김성곤,김영진,김학재,박은수,우윤근,이용희",지식경제위원회
우윤근,72,1811789,PRC_I1K1E0Q5V1F2H1O6A1U1F4N1U2V5P6,군사법원법 일부개정법률안,계류,2011-05-12,"","","■ 제안이유 및 주요내용 
  필요적 보석의 제외 사유를 현행 「형사소송법」은 사형, 무기 또는 장기 ‘10년이 넘는’ 징역이나 금고에 해당하는 죄를 범한 때로 규정하고 있는 반면, 이 법에서는 사형, 무기 또는 장기 ‘10년 이상의’ 징역이나 금고에 해당하는 죄를 범한 경우로 규정하고 있음. 일반법원의 피고인과 달리 군사법원의 피고인에 대해서만 필요적 보석사유를 달리 정할 합리적 이유는 없고, 양 법의 제정 시에 동일하게 규정되었던 것이 「형사소송법」과 「군사법원법」이 각각 개정되는 과정에서 일치하지 않게 된 것이므로 이 법의 필요적 보석 제외 사유를 「형사소송법」과 동일하게 하려는 것임(안 제135조제1호).","김학재,박영선,박우순,박은수,박준선,우윤근,이용희",법제사법위원회
우윤근,72,1811478,PRC_J1V1K0R4U1T2B1B7A4U3Z2J9Z4K2J6,항만법 일부개정법률안,계류,2011-04-12,"","","제안이유 및 주요내용
  항만과 연계되는 도로의 설치는 물류비 개선과 물류산업의 발전을 촉진하고 나아가 물류비 절감으로 인하여 국가경쟁력 제고에 이바지하고 있음.
  그러나 국토해양부장관이 항만과 연계되는 도로를 건설한 이후 해당 지방자치단체에 도로의 유지ㆍ관리를 이관함으로써, 해당 지방자치단체는 도로 파손으로 인한 유지ㆍ보수비용으로 인하여 열악한 지방자치단체의 재정에 큰 부담을 주고 있음.
  이에 국토해양부장관이 항만공사와 관련하여 도로를 설치함에 따라 해당 지방자치단체가 도로의 관리청이 되는 경우 국가는 해당 도로의 유지ㆍ관리(용역비 포함) 비용을 우선적으로 지원하도록 함으로써 지방자치단체의 재정적 부담을 완화하려는 것임(안 제67조제3항 신설).","박영선,박우순,박은수,박준선,신낙균,우윤근,이춘석",국토해양위원회
