노철래,21,1814200,PRC_D1V1Q1E2N1Z5P0T9Q5C3X3K5L8S6R4,공공감사에 관한 법률 일부개정법률안,계류,2011-12-15,"","","제안이유 및 주요내용
  산림청, 식약청 등 하급 중앙행정기관이 행정기관 내부 자체감사를 실시한 경우 감사 결과를 감사원에만 통보하고 직근 상급 중앙행정기관의 장에게 통보하지 아니하여 직근 상급 중앙행정기관의 하급 중앙행정기관에 대한 관리·감독에 차질이 생기므로 하급 중앙행정기관이 자체감사를 실시하여 감사원에 감사 결과를 통보할 때에는 직근 상급 중앙행정기관의 장을 거치도록 하려는 것임(안 제23조제1항).","김성수,김을동,김정,노철래,변웅전,유정현,이정선",법제사법위원회
노철래,21,1813256,PRC_W1V1U0D9S2Z1V1L6C2A8X2J1M7O7L8,영유아보육법 일부개정법률안,의결,2011-09-21,2011-12-29,대안폐기,"제안이유
  국가나 지방자치단체가 어린이집에 대하여 지원하는 보조금의 종류와 형태 및 지급방법이 점점 복잡하고 세분화되어서 운용되고 있는 가운데 과실이나 부주의 및 착오에 의하여 보육료 및 기본보조금의 과오 교부가 발생할 수 있으나, 「영유아보육법」의 개정에 따라 2012년 2월 5일부터는 위와 같은 보육료 및 기본보조금의 과오청구 및 교부의 경우도 모두 법 제40조제3호에 따라 “거짓이나 부정한 방법으로 보조금을 교부받은 경우”를 적용하여 반환명령 처분을 하게 되고, 이에 따라 같은 사유로 시설의 운영정지, 어린이집 원장의 자격정지, 평가인증취소 처분 등 행정처분을 동시에 받게 됨으로써 단순착오나 경과실의 경우에도 시정명령의 절차 없이 곧바로 과중한 행정처분을 당하게 될 형편임.
 따라서 과오청구에 의하여 보조금을 받은 경우 이에 대한 반환명령 등의 시정조치를 선행할 수 있도록 규정하고 이를 위반시 시설운영정지 등 제재를 함으로써 어린이집의 안정적인 영유아보육서비스 제공환경을 조성하려는 것임.   
주요내용
  착오 또는 과실로 경미한 금액의 보육료 및 기본보조금을 과오 청구한 경우에는 이를 반환하도록 함으로써 1차적으로 반환명령 처분절차를 거쳐 시정될 수 있도록 함(안 제40조제5호 신설).","김을동,김정,김정권,김혜성,노철래,박대해,백원우",보건복지위원회
노철래,21,1812694,PRC_G1B1B0J7M2Y2J1I4B4X8X2G6N3I9Q6,감사원법 일부개정법률안,계류,2011-07-22,"","","","김성수,김정,노철래,박대해,변웅전,윤영,이용희",법제사법위원회
노철래,21,1812221,PRC_Z1M1O0V6M1Y4V1J0M4E5D3Y2V5B9F6,감사원법 일부개정법률안,계류,2011-06-14,"","","제안이유 및 주요내용
  현행법상 감사원은 감사실시에 따라 감사결과보고서를 제출하고 있으나 감사결과보고서에 감사담당 공무원의 실명을 명기하지 않아, 국민의 의사와 사회적 통념을 넘어 축소·부실한 감사보고서가 제출되더라도 이에 대한 책임을 묻는데 한계가 있을 수 있으므로, 감사결과보고서에 감사담당 공무원의 실명을 직접 명기하도록 하여 감사의 신뢰성을 높이고 책임 있는 감사가 이루어질 수 있도록 하려는 것임(안 제20조의2 신설).","강용석,김용구,김정,김혜성,노철래,송영선,유정현",법제사법위원회
노철래,21,1812111,PRC_M1G1A0V6I0A1A1I9U0H3T5J2F0P8C9,금융위원회의 설치 등에 관한 법률 일부개정법률안,계류,2011-06-01,"","","■ 제안이유 및 주요내용 
  최근 일부 상호저축은행들이 금융당국으로부터 영업정지를 당하여  금융이용자들이 큰 피해를 입었음. 이는 대주주나 고위 임원들에 대한  불법대출 등으로 인한 경영부실이 주요한 원인이지만 이를 감시해야 할 금융당국의 감독기능의 부재도 그 원인이라 할 수 있음.
  그런데 일부에서는 금융당국 출신의 임원들이 감독대상인 금융기관에 재취업하여 경영에 참여하고 있어 공정한 금융감독업무를 제대로 수행할 수 없다는 의견을 제기하고 있음.
  이에 금융당국에 종사하였던 자 중 대통령령으로 정하는 직급이나 직무분야에 해당하는 자는 감독대상인 금융기관에 재취업을 금지함으로써 공정하고 투명한 금융관행을 통하여 금융거래질서를 확립하고 금융이용자를 보호하려는 것임(안 제61조의2 신설).","김성수,김을동,노철래,유정현,윤상일,윤영,정수성",정무위원회
노철래,21,1811779,PRC_M1R1A0L5S1H1I1A8O3F6X2Y8V4H6X2,공공감사에 관한 법률 일부개정법률안,계류,2011-05-11,"","","제안이유 및 주요내용
  「공공기관의 운영에 관한 법률」에는 기획재정부장관이 공공기관 중 공기업·준정부기관의 감사기준을 정하게 되어 있고, 현행 「공공감사에 관한 법률」에는 감사원이 공공기관을 제외한 중앙행정기관·지방자치단체에 적용되는 감사기준을 정할 수 있게 되어 감사기준 제정기관이 기획재정부장관과 감사원으로 이원화되어 있음.
  이에 따라 중앙행정기관·지방자치단체와 공기업·준정부기관은 모두 「공공감사에 관한 법률」의 적용을 받으면서도 자체감사를 할 때에는 서로 다른 감사기준을 따라야 하는 모순이 발생하고 있음.
  또한 공공기관 중 기타공공기관과 지방공기업 등의 감사기준에 대하여는 아무런 규정이 없어 기타공공기관·지방공기업 등은 법률에 근거한 감사기준 없이 감사를 해야 하는 문제점이 있음.
  이에 감사원이 중앙행정기관·지방자치단체 뿐 아니라 공공기관에도 적용되는 감사기준을 정할 수 있게 하여 공공부문 감사운영의 통일을 기하고 기타공공기관·지방공기업 등은 감사기준이 없는 문제를 해소하려는 것임(안 제37조).
참고사항
  이 법률안은 노철래의원이 대표발의한 「공공기관의 운영에 관한 법률 일부개정법률안」(의안번호 제11778호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.","김정,노철래,송영선,유정현,윤상일,윤영,이용희",법제사법위원회
노철래,21,1811778,PRC_S1O1S0E5Q1O1A1D8V3T3W3U1N7B9C8,공공기관의 운영에 관한 법률 일부개정법률안,계류,2011-05-11,"","","■ 제안이유 
 공공감사에 관한 기본법인 「공공감사에 관한 법률」에는 감사원이 공공기관의 자체감사활동에 대한 심사를 할 수 있게 되어 있고, 현행 「공공기관의 운영에 관한 법률」에는 위 심사와 별도로 기획재정부장관이 공공기관 중 공기업·준정부기관 감사에 대한 직무수행실적 평가를 할 수 있게 되어 있음
  이에 따라 감사원과 기획재정부장관이 공기업·준정부기관의 자체감사활동 등에 대하여 각각 심사·평가를 하고 있는 바, 유사한 내용을 양 기관이 개별적으로 심사·평가함으로써 비효율이 발생하고 공기업·준정부기관의 부담도 가중되는 문제점이 발생하고 있음.
  따라서 기획재정부장관의 직무수행실적 평가를 폐지하고, 감사의 연임여부·보수기준·해임 결정 등을 위해 필요한 경우에는 감사원의 자체감사활동 심사결과를 활용하도록 하여 업무의 효율성을 제고하고 공기업·준정부기관의 평가에 따른 부담도 완화하고자 함.
  또한 현행 「공공기관의 운영에 관한 법률」에 공공기관 중 공기업·준정부기관의 감사기준은 기획재정부장관이, 「공공감사에 관한 법률」에 중앙행정기관·지방자치단체의 감사기준은 감사원이 각각 정하도록 되어 있어, 「공공감사에 관한 법률」을 동일하게 적용받는 기관들이 서로 다른 감사기준을 따라야 하는 모순이 발생하고 있음.
  더욱이 공기업·준정부기관이 아닌 기타공공기관의 경우 현행법과 「공공감사에 관한 법률」에서 감사기준에 대해 아무런 규정을 두고 있지 않아 법률에 근거한 감사기준 없이 감사를 해야 하는 문제점이 있음.
  이에 기획재정부장관이 공기업·준정부기관의 감사기준을 정하게 되어 있는 규정을 삭제하고, 감사원이 중앙행정기관·지방자치단체·공공기관에 공통적으로 적용되는 감사기준을 정하도록 하여 공공부문 감사운영의 통일성을 기하고 기타공공기관의 감사기준이 없는 문제를 해소하려는 것임.
■ 주요내용 
  가. 기획재정부장관의 공기업·준정부기관의 감사·감사위원에 대한 직무수행실적 평가를 폐지하고 경영공시와 감사의 연임여부·보수기준·해임 결정 시 등에는 「공공감사에 관한 법률」 제39조에 따른 심사결과를 활용하도록 함(안 제8조제11호, 제11조제1항제7호, 제28조제2항제3호, 제28조제2항제3호 신설, 제33조제1항제3호, 제36조제1항, 제36조제2항).
  나. 공기업·준정부기관에 대한 감사시 기획재정부장관이 정하는 기준에 따르도록 되어 있는 것을 「공공감사에 관한 법률」 제37조에 따른 감사기준 및 감사활동 수칙을 따르도록 함(안 제32조제5항).","김정,노철래,송영선,유정현,윤상일,윤영,이용희",기획재정위원회
노철래,21,1809327,PRC_U1O0L0C9D1K3J1O4H3P6V1Z1V8S4I2,소년법 일부개정법률안,계류,2010-09-13,"","","제안이유 및 주요내용
  현행 「소년법」 제17조의2에서 규정하는 국선보조인의 선정요건은  소년분류심사원에 위탁된 경우만을 보조인을 필요적으로 선정하도록 규정하고 있음. 이에 소년의 권리를 보호하기 위하여 소년분류심사원에 위탁되기 전이라도 국선보조인과 자유롭게 접견할 수 있게 하고, 소년의 교화와 선도의 가능성을 높이기 위하여 보호자가 없거나 14세 미만 또는 신체적·정신적 장애의 우려가 있는 소년 등에 대하여 필요한 경우 국선보조인을 선정하도록 하여 국선보조인의 선정요건을 완화하려는 것임(안 제17조의2).","김성수,김을동,김정,김혜성,노철래,송영선,윤영",법제사법위원회
노철래,21,1809016,PRC_T1B0N0W8G0R2U1G5T3E7S1R5E7K0A0,공탁법 일부개정법률안,의결,2010-08-02,2011-03-11,대안폐기,"제안이유
  공탁금관리위원회의 출연금은 국선변호 및 소송구조지원, 조정위원회수당, 법률구조 사업 등에 사용되고 있으나 사업의 내용이나 범위를 위원회가 자의적으로 결정하여 지출함에 따라 집행범위의 일탈여지가 있으므로 이를 통제하기 위하여 매년 결산서를 감사원에 제출하도록 하고 감사원의 회계검사를 받도록 함으로써 집행의 일탈을 막고 출연금관리를 투명하게 하려는 것임.
주요내용
  가. 공탁금관리위원회는 사업집행에 대하여 매년 결산서를 감사원에 제출하도록 함(안 제22조제3항).
  나. 공탁금관리위원회의 수입지출 등의 결산은 회계연도마다 감사원에서 검사하도록 함(안 제25조의2 신설).","권경석,김용구,김혜성,노철래,박대해,유정현,윤상일",법제사법위원회
노철래,21,1808521,PRC_K1Z0N0G5W2A8W1X0K4Q6I5T3D9T1V4,지방자치법 일부개정법률안,계류,2010-05-28,"","","제안이유 및 주요내용
  현행법에 따르면 지방자치단체의 장이 그 직을 가지고 그 지방자치단체의 장 선거에 입후보하면 예비후보자 또는 후보자로 등록한 날부터 선거일까지 그 직무를 수행할 수 없음. 
  그러나 「공직선거법」에 따르면 지방자치단체의 장이 해당 직의 선거에 단독으로 입후보하였을 경우에는 투표 없이 당선인으로 결정되므로 선거운동을 할 필요가 없어 그 직무를 계속 수행하게 할 필요가 있음. 
  따라서 지방자치단체의 장 선거의 후보자등록을 마감한 결과 현 지방자치단체의 장이 단독입후보자인 경우에는 후보자등록마감일 다음날부터 직무에 복귀할 수 있도록 하여 지방행정의 공백을 최소화하려는 것임(안 제111조제2항 단서 신설).","김우남,김을동,김정,김혜성,노철래,박은수,송영선",행정안전위원회
