지역구 코드,정당 코드,지역구,세부지역,의원명,소속정당,직함,소속위원회,당선횟수,생년월일,군대,제대계급,제대일자,군대 비고,재산총액 (2011년 3월 25일),후보1,소속정당2,후보2,소속정당4,후보3,소속정당3
1,1,서울,강남구갑,이종구,한나라당,국회의원,기획재정위원회,재선,50.09.22,군필,육군이병,74.07.31,소집해제,"2,150,812"
1,1,서울,강남구을,공성진,한나라당,의원직 상실: 2011년 6월 유죄확정,"2억여원의 불법 정치자금을 받은 혐의 등으로 불구속 기소된 공 의원에 대한 상고심에서 징역 8월에 집행유예 2년, 추징금 1억5천838만원을 선고한 원심을 확정했다.",,,,,,,"2,487,450"
1,1,서울,강동구갑,김충환,한나라당,국회의원,외교통상통일위원회,재선,54.03.09,군필,육군일병,77.04.23,소집해제,"607,982"
1,1,서울,강동구을,윤석용,한나라당,국회의원,"평창동계올림픽 및 국제경기대회지원특별위원회,연금제도개선특별위원회,보건복지위원회",초선,,면제,,,(소아마비 후유증),"4,417,680"
1,1,서울,강북구갑,정양석,한나라당,국회의원,"기획재정위원회,연금제도개선특별위원회",초선,58.11.25,군필,육군소위,81.09.19,만기,"930,191"
1,1,서울,강서구갑,구상찬,한나라당,국회의원,"예산결산특별위원회,독도영토수호대책특별위원회,외교통상통일위원회",초선,57.07.07,군필,육군병장,84.04.18,만기,"639,587"
1,1,서울,강서구을,김성태,한나라당,국회의원,"예산결산특별위원회,국토해양위원회",초선,58.05.23,군필,육군병장,78.12.13,만기,"1,134,066"
1,1,서울,관악구갑,김성식,무소속,국회의원,"예산결산특별위원회,기획재정위원회",초선,58.12.16,군필,육군병장,80.10.15,만기,"542,569"
1,1,서울,광진구갑,권택기,한나라당,국회의원,정무위원회,초선,65.07.27,군필,육군상병,88.06.07,소집해제,"890,452"
1,1,서울,구로구갑,이범래,한나라당,국회의원,정무위원회,초선,59.01.26,군필,육군중위,85.04.20,만기,"1,217,248"
1,1,서울,금천구,안형환,한나라당,국회의원,문화체육관광방송통신위원회,초선,63.06.07,군필,공군중위,87.08.01,만기,"942,939"
1,1,서울,노원구갑,현경병,한나라당,의원직 상실: 2011년 6월 유죄확정,정치자금법 위반 혐의로 대법원 확정판결에 따라 의원직 상실,,,,,,,"730,591"
1,1,서울,노원구병,홍정욱,한나라당,국회의원,"독도영토수호대책특별위원회,외교통상통일위원회",초선,70.03.14,군필,육군이병,01.12.17,독자,"2,081,640"
1,1,서울,노원구을,권영진,한나라당,국회의원,교육과학기술위원회,초선,62.12.10,군필,육군병장,82.10.11,만기,"596,705"
1,1,서울,도봉구갑,신지호,한나라당,국회의원,"법제사법위원회,대법관(김용덕·박보영) 임명동의에 관한 인사청문특별위원회,남북관계발전특별위원회,헌법재판소 재판관(조용환) 선출에 관한 인사청문특별위원회,정치개혁특별위원회",초선,63.06.23,군필,육군병장,85.03.04,만기,"1,822,635"
1,1,서울,도봉구을,김선동,한나라당,국회의원,교육과학기술위원회,초선,63.10.09,군필,육군소위,89.02.18,만기,"1,204,269"
1,1,서울,동대문구갑,장광근,한나라당,국회의원,국토해양위원회,3선,54.01.28,군필,육군병장,75.06.13,만기,"1,083,443"
1,1,서울,동대문구을,홍준표,한나라당,국회의원,국방위원회,4선,54.12.05,군필,육군이병,80.04.28,소집해제,"2,777,757"
