종로구,한나라당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100960/gicho/100100960.jpg,장창태,張昌台,남,1967/07/15,44세,서울 종로구 신교동,정당인,한양대학교 경영학과 졸업,"(전)민선4기 서울시장예비후보(무),(현)잃어버린 한국고대사 연구회 부회장",2011-12-27
종로구,한나라당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100101046/gicho/100101046.jpg,남상해,南相海,남,1938/03/23,74세,서울 종로구 부암동,(주)하림각 회장,미기재,"(현) (주)하림각회장,(현) 한나라당 중앙위원회 부의단장 회장",2011-12-30
종로구,한나라당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100102068/gicho/100102068.jpg,조윤선,趙允旋,여,1966/07/22,45세,서울 서초구 반포동 ,국회의원,미국 콜럼비아대학교 로스쿨 LL.M.졸업(2000년-2001년),"(전)한나라당 대변인,(현)국회 문화체육관광방송통신위원",2012-02-13
종로구,한나라당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100102131/gicho/100102131.jpg,이동관,李東官,남,1957/10/06,54세,서울특별시 종로구 낙산길,정당인,서울대학교 정치학과 졸업,"(전)청와대 언론특별보좌관,(전)동아일보 정치부장",2012-02-15
종로구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100976/gicho/100100976.jpg,박태순,朴台淳,남,1963/02/28,49세,서울 종로구 누상동,사회갈등연구소 소장,서울대학교 대학원 졸업(이학박사),"(전)박원순서울시장후보선거본부 종로구상임공동선대위원장,(전)참여정부 대통령비서실 정책자문위원",2011-12-27
종로구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100987/gicho/100100987.jpg,이성호,李成浩,남,1963/04/16,48세,서울 종로구 옥인동,한국태양광산연합회 상근부회장,서울대학교 공대 섬유공학과 졸업,"(전)서울대 총학생회장,(전)서울시의원",2011-12-27
종로구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100101021/gicho/100101021.jpg,정세균,丁世均,남,1950/09/26,61세,서울 종로구 창신3동,국회의원,경희대학교대학원(경영학박사) 졸업,"(전)산업자원부 장관,(전)민주당 대표",2011-12-29
종로구,통합진보당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100906/gicho/100100906.jpg,김원열,金元烈,남,1965/03/30,47세,서울 종로구 명륜2가,진보통합 시민회의 공동대표,성균관대학교 대학원 졸업(철학박사),"(전)한양사이버대학교 교수,(현)복지국가와 진보대통합을 위한 시민회의 공동대표",2011-12-23
종로구,통합진보당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100983/gicho/100100983.jpg,김재헌,金宰獻,남,1970/10/18,41세,서울 종로구 숭인동,정당인,한국외국어대학교 상경대학 국제통상학과(구 무역학과) 4년 중퇴,"(전)민주노동당 서울 종로구위원장,(현)통합진보당 서울 종로구위원장",2011-12-27
종로구,국민행복당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100199/gicho/100100199.jpg,정재복,鄭在福,남,1946/05/03,65세,서울 노원구 공릉동,이코바이오글로벌 총판 운영,미기재,"(전)건국당 대표,(현)평화민주당 최고위원",2011-12-13
종로구,국민행복당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100100585/gicho/100100585.jpg,김준수,金俊洙,남,1960/09/01,51세,서울 종로구 평창동,정당인,부산대학교 사범대학 교육학과 2년 제적,국민행복당서울시당대변인 겸 서울시당종로구위원장(현),2011-12-14
종로구,국민행복당,http://info.nec.go.kr/photo_20120411/Sd1100/Gsg1101/Sgg2110101/Hb100101844/gicho/100101844.jpg,홍성훈,洪性焄,남,1945/03/09,67세,서울 종로구 자하문로 19길 ,언론인(전),학점인정등에 관한 법률의 규정에 의한 경영학사학위 취득,"(전)동아일보사 부장(동우회 편집위원),(현)사단법인 한국문협 종로문인협회 회장",2012-02-02
