전병헌,54,1814540,PRC_S1C2L0H1M1E7U1B4Q2M7A3H2U4J7X5,학교폭력예방 및 대책에 관한 법률 일부개정법률안,계류,2012-01-17,"","","제안이유 및 주요내용
  스마트폰과 인터넷의 발달로 인해 학교폭력의 형태도 다양해지고  지고 있음. 특히 최근들어 카카오톡 등 메신저, 휴대전화 문자메세지, 인터넷 게시판을 이용하여 24시간 특정 학생을 괴롭히는 사이버 따돌림 이른바 “사이버 불링(Cyber bullying)”이 심각한 문제가 되고 있어 대책이 필요함. 
  현행법에서는 사이버 상에서 일어나는 따돌림 행위에 대한 구체적인 정의와 처벌규정이 미흡하여 가해 학생이 범죄행위라는 인식을 갖기 어렵고, 일선 학교에서도 혼란이 가중되고 있음. 
  한편 학교이미지 실추 등의 이유로 해당 학교의 교장, 교사가 학교폭력을 은폐·축소하려는 경우가 종종 발생하여, 학교폭력 근절에 어려움이 있음. 
  이에 사이버 따돌림 행위에 대한 범위를 법적으로 명확히 규정하여 신체적 폭력과 마찬가지로 처벌할 수 있도록 하고, 학교폭력에 대한 축소·은폐 보고를 방지하기 위하여 교육감과 해당 학교의 장에 대한 책임을 강화하려는 것임.","김상희,김유정,김진표,김학재,박우순,백재현,신학용",교육과학기술위원회
전병헌,54,1814205,PRC_R1L1O1M2F1Z6T1N1R3A0P5K6Z8T0K0,저작권법 일부개정법률안,계류,2011-12-16,"","","■ 제안이유 
  현행 「저작권법」은「대한민국과 미합중국 간의 자유무역협정」과 함께 날치기 처리된 법으로서 절차적 정당성이 결여되어 있으며, 조항 가운데 국내산업의 피해를 양산하는 등 현실과 맞지 않는 부분이 있어 개정이 시급함.
  특히 피해가 우려되는 소프트 산업을 보호하기 위해 비친고죄 대상을 축소하여 잠재 고객을 보호할 수 있도록 하고, 문화체육관광부 장관에게 과도하게 부여된 정보공개 청구권을 삭제 하는 등 현행 「저작권법」의 문제점을 보완하려는 것임.
■ 주요내용 
  가. 일시적 저장을 복제의 범위에서 삭제함(안 제35조의2 삭제).
  나. 저작물의 공정한 이용제도에서 저작자의 정당한 이익을 부당하게 해치지 아니하는 경우에는 저작재산권자의 허락을 받지 아니하고 저작물을 이용할 수 있도록 하고, 그 범위를 한정하지 않음(안 제35조의3).
  다. 문화체육관광부 장관이 온라인서비스 제공자에 대해 정보 청구를 할 수 있는 권한을 삭제함(안 제103조의3 삭제).
  라. 영리를 목적으로 하지 않고 의도성이 없이 암호화된 방송 신호를 시청 하거나 청취하는 행위를 금지한 조항을 삭제함(안 제104조의4제3호 삭제).
  마. 법정손해배상 제도 도입에 관한 사항을 삭제함(안 제125조의2 삭제).
  바. 비친고죄 대상의 범위를 축소함(안 제140조).","강창일,김상희,김성곤,김영진,김재윤,김학재,오제세",문화체육관광방송통신위원회
전병헌,54,1814083,PRC_W1O1O1G2K0I9H1P6L3K2E2W5B2X8D6,전기사업법 일부개정법률안,계류,2011-12-09,"","","제안이유 및 주요내용
  2015년까지 모든 초ㆍ중ㆍ고교에서 전 과목 교과서 디지털화를 추진하는 스마트교육이 본격화될 경우 학교에서 전기의 사용이 대폭 증가되어 전기요금이 학교 재정에 큰 부담이 될 것으로 예상됨.
  현재도 전기요금이 학교 공공요금의 절반에 달하고 있어 학교 재정의 부담이 되고 있는 실정으로, 향후 전기 사용량의 증가로 비용이 늘어나면 학교운영비의 고정 비용 비중이 커져 교육에 반드시 필요한 교육경비 등을 줄일 수밖에 없게 됨. 
  이에 공공의 목적으로 사용되는 교육용 전력 전기요금에 대하여 산업용 전력 전기요금의 70% 수준에서 요금을 결정하도록 하여 학교 재정의 부담을 덜어주고 교육의 질 향상을 제고하기 위함(안 제17조).","김부겸,김성곤,김우남,김재균,김재윤,백재현,오제세",지식경제위원회
전병헌,54,1813929,PRC_O1E1B1O1R2F4L1H6H1C4M0F4A5M7B7,콘텐츠산업 진흥법 일부개정법률안,계류,2011-11-24,"","","■ 제안이유 
  캐릭터 산업은 차세대 성장동력으로 부상한 문화콘텐츠 사업의 핵심으로 캐릭터 산업 구조의 선진화와 경쟁력 강화를 위해서는 콘텐츠 관련 지식재산권에 대한 보호가 필수적임.
  ‘뽀로로’ ‘뿌까’ 등 경쟁력 있는 국산 유명 캐릭터의 경우 국내외 불법복제 등 지식재산권 침해가 방대하게 이루어져 개별업체의 대응이 어려워 정부의 제도적인 지원을 확대할 필요가 있음.
  이에 정부의 ‘콘텐츠 관련 지식재산권 보호’에 관한 책임을 강화하고, 국외에서의 지원사업 추진에 관한 법적근거를 마련하려는 것임.
■ 주요내용 
  가. 정부는 콘텐츠 관련 지식재산권의 보호 정책에 관한 사항을 포함하여 콘텐츠산업의 진흥에 관한 중·장기 기본계획을 수립하여야 함(안 제5조제3항제7호 신설).
  나. 콘텐츠산업진흥위원회의 심의사항에 콘텐츠 관련 지식재산권의 보호 정책에 관한 사항을 포함시키도록 함(안 제7조제1항제6호 신설).
  다. 정부가 국외에서 콘텐츠 관련 지식재산권 보호를 위하여 필요한 지원 사업을 추진할 수 있도록 함(안 제17조제1항제9호 신설).","김부겸,김영진,김우남,김재윤,박선숙,장병완,전병헌",문화체육관광방송통신위원회
전병헌,54,1813875,PRC_W1I1X1H1R1D7H1G0W3P1M1F5B3D5X5,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,계류,2011-11-17,"","","제안이유 및 주요내용
  지난 5월 “휴대전화 전자파가 암을 유발할 가능성이 있다”는 세계보건기구(WHO)의 발표 이후 방송통신위원회에 전자파 민원이 2010년 대비 4배 이상 늘어나는 등 국민들의 전자파의 유해성에 대한 불안감이 높아지고 있음. 
  따라서 방송통신위원회의 심의·의결사항에 전기통신설비의 전자파인체보호를 위한 전자파 등급에 관한 사항을 명시하여 국민들의 전자파에 대한 불안감을 해소하도록 함(안 제12조제1항제10호 신설).","김부겸,김성곤,김우남,김재윤,백재현,유선호,장병완",문화체육관광방송통신위원회
전병헌,54,1813874,PRC_R1H1K1F1T1O7Q1N0U2E1H2Y3I9A1Q9,전파법 일부개정법률안,계류,2011-11-17,"","","제안이유 및 주요내용
  지난 5월 “휴대전화 전자파가 암을 유발할 가능성이 있다”는 세계보건기구(WHO)의 발표 이후 방송통신위원회에 전자파 민원이 2010년 대비 4배 이상 늘어나는 등 국민들의 전자파의 유해성에 대한 불안감이 높아지고 있음. 
  따라서 방송통신위원회가 전자파 강도 등급에 관한 사항을 고시하고 사업자가 무선설비에 전자파 강도 등급을 표시함으로써 국민들의 전자파에 대한 불안감을 해소하도록 함(안 제47조의2).","김부겸,김성곤,김우남,김재윤,백재현,유선호,장병완",문화체육관광방송통신위원회
전병헌,54,1813718,PRC_D1J1F1V1O0E1U1R8X2R3R0J5V8X7A4,전기통신사업법 일부개정법률안,의결,2011-11-01,2011-12-30,수정가결,"제안이유
  최근 이동통신 요금이 과다하게 청구되는 피해가 지속적으로 발생하고 있으며 소비자보호원에 접수된 청소년 분쟁의 대부분이 이동통신 요금 과다청구에 기인한 것이었음. 그러나 통신사 요금 과다청구의 피해구제율을 58%에 불과해 많은 소비자들은 직접 부담을 떠앉고 있음.
  따라서 전기통신사업자로 하여금 과다요금 발생 전 사용자에게 고지하도록 하여 사용자의 통신 과소비를 예방하고 요금 발생의 원인을 파악하게 하여 피해가 발생하지 않도록 함.
주요내용
  가. 전기통신사업자는 이용자가 처음 약정한 진기통신서비스별 요금한도를 초과한 경우와 국제전화 등 국제전기통신서비스의 이용에 따른 요금이 부과될 경우에는 그 사실을 이용자에게 알리도록 함(안 제32조의2제1항 신설).
  나. 고지의 방법 등에 필요한 사항은 방송통신위원회가 정하여 고시하도록 함(안 제32조의2제2항 신설).","김부겸,김우남,김재윤,김춘진,김학송,백재현,유선호",문화체육관광방송통신위원회
전병헌,54,1813604,PRC_D1I1N1E0N2B5E1A4X3U8K1W5P6M5Z4,문화재보호법 일부개정법률안,의결,2011-10-25,2011-12-29,대안폐기,"■ 제안이유 
  문화재 보호구역 내에서 흡연은 화재의 원인이 되어 문화재의 훼손과 멸실로 이어질 수 있음. 이에 지정문화재 중 목조건축물과 지정문화재 보호구역에 설치된 목조건축물을 금연구역으로 지정하거나 금연구역과 흡연구역으로 나누어 지정하도록 함으로써 흡연으로 인한 화재로부터 중요 목조 문화재를 보호하기 위한 법적 근거를 마련하려는 것임.
■ 주요내용 
  가. 지정문화재의 소유자, 관리자 및 관리단체는 화재 위험이 있는 목조건축물과 보호구역에 설치되어 있는 목조건축물을 금연구역으로 지정하거나 금연구역과 흡연구역으로 나누어 지정하도록 함(안 제14조제6항).
  나. 법 제14조제6항을 위반하여 금연구역을 지정하지 않는 자에 대하여 500만원 이하의 과태료를 부과함(안 제103조제1항제1호).","강창일,김성곤,김재균,김재윤,김학재,심대평,유선호",문화체육관광방송통신위원회
전병헌,54,1813214,PRC_R1S1P0Z9B1J5P0E9D5C3A5W8C3X5K4,부가가치세법 일부개정법률안,의결,2011-09-15,2011-12-30,대안폐기,"제안이유
  아파트를 비롯한 공동주택이 국민의 주거공간으로 일반화되어 있는 상황에서 공동주택의 관리·유지를 위해 제공되는 용역들은 국민들의 안정된 주거에 필요한 필수 용역이 되어 있음. 또한 공동주택이 이미 국민의 일반적 주거형태로 자리잡고 있는 점을 감안하면 규모에 관계없이 면세혜택을 부여하는 것이 필요함. 
  현재 국민주택규모 이하의 공동주택에 제공되는 제반 용역에 대해서는 부가가치세가 면세되고 있으나 국민주택 규모 초과에 대해서는 면세혜택이 2011년 12월 31일 자로 일몰 종료하게 됨. 
  이에 최근 소비자 물가 상승과 전세가격 상승 등으로 국민들의 주거비 부담이 상승하고 있어 국민의 주거 생활 안정에 기여하기 위해 아파트에 관리에 제공되는 제반 용역에 부과되는 부가가치세를 항구적으로 면세하고자 함.
주요내용
  공동주택에 공급하는 경비용역·일반관리용역을 부가가치세 면세대상에 포함시킴(안 제12조제1항제20호 신설).","강창일,김성곤,김영진,김재윤,김춘진,백재현,안민석",기획재정위원회
전병헌,54,1813097,PRC_B1G1M0C9T0X1R1S6M1Q5L5A1W4L9E0,부가가치세법 일부개정법률안,계류,2011-09-01,"","","제안이유
  간이과세제도는 영세 상인들의 세무상 부담을 완화하기 위해 시행되고 있으며 1999년 말 이후 12년 동안 연매출 4,800만원미만자를 대상으로 유지되어 왔음.
 하지만 소비자 물가지수를 보더라도 1999년 82.991에서 2011년 6월 기준 120.6으로 45% 이상 상승함으로써 물가 상승률만을 고려하더라도 간이과세 기준금액이 45%나 인하된 셈임. 
 이에 따라 상당수 영세 상인들이 실질 매출액의 변화 없이도 간이과세 대상에서 제외됨으로써 영세 상인들의 세무상 부담을 완화한다는 제도의 취지가 훼손되고 있음.
 더구나 신용카드 사용의 확대, 현금영수증 발급제도의 도입 및 확대 등으로 인해 거래의 투명성과 소득의 투명성이 급격히 확대되고 있어 영세 상인들을 대상으로 제한적으로 시행되는 간이과세 제도가 거래 투명성을 저해한다고 보기도 어려움. 
 이에 따라 물가상승과 거래 및 소득 투명성 제고를 고려할 때 간이과세제도의 기준금액을 상향 조정해 영세 상인들의 부담을 완화해 줄 필요가 있음. 
주요내용
  간이과세 기준금액을 ‘8천만원 이상 같은 금액의 100분의 130에 해당하는 금액 이하’의 범위 내에서 대통령령으로 정하는 금액으로 상향 조정함(안 제25조제1항 본문).","강창일,김성곤,김영진,김춘진,백재현,안민석,양승조",기획재정위원회
